state,place,year,session,commodity,area,production
Assam,BARPETA,2003,Whole Year ,Potato,9520.00,83065.00
Assam,BARPETA,2004,Whole Year ,Potato,8640.00,76249.00
Assam,BARPETA,2005,Whole Year ,Potato,5192.00,21463.00
Assam,BARPETA,2006,Whole Year ,Potato,7256.00,37566.00
Assam,BARPETA,2007,Whole Year ,Potato,6715.00,63012.00
Assam,BARPETA,2008,Whole Year ,Potato,6689.00,54260.00
Assam,BARPETA,2009,Whole Year ,Potato,6127.00,40179.00
Assam,BARPETA,2010,Whole Year ,Potato,7381.00,67994.00
Assam,BARPETA,2011,Whole Year ,Potato,8049.00,63643.00
Assam,BARPETA,2012,Whole Year ,Potato,7885.00,84080.00
Assam,BARPETA,2013,Whole Year ,Potato,8117.00,65353.00
Assam,BARPETA,2014,Whole Year ,Potato,8358.00,80924.00
Assam,BONGAIGAON,1997,Whole Year ,Potato,2720.00,21843.00
Assam,BONGAIGAON,1998,Whole Year ,Potato,2508.00,22669.00
Assam,BONGAIGAON,1999,Whole Year ,Potato,2560.00,19715.00
Assam,BONGAIGAON,2000,Whole Year ,Potato,2985.00,31317.00
Assam,BONGAIGAON,2001,Whole Year ,Potato,3093.00,35886.00
Assam,BONGAIGAON,2002,Whole Year ,Potato,3337.00,41324.00
Assam,BONGAIGAON,2003,Whole Year ,Potato,3322.00,21423.00
Assam,BONGAIGAON,2004,Whole Year ,Potato,3440.00,33405.00
Assam,BONGAIGAON,2005,Whole Year ,Potato,2052.00,13244.00
Assam,BONGAIGAON,2006,Whole Year ,Potato,1813.00,15067.00
Assam,BONGAIGAON,2007,Whole Year ,Potato,2215.00,16888.00
Assam,BONGAIGAON,2008,Whole Year ,Potato,2302.00,14971.00
Assam,BONGAIGAON,2009,Whole Year ,Potato,2351.00,19690.00
Assam,BONGAIGAON,2010,Whole Year ,Potato,2414.00,23453.00
Assam,BONGAIGAON,2011,Whole Year ,Potato,2705.00,22665.00
Assam,BONGAIGAON,2012,Whole Year ,Potato,2821.00,20780.00
Assam,BONGAIGAON,2013,Whole Year ,Potato,2609.00,18830.00
Assam,BONGAIGAON,2014,Whole Year ,Potato,2602.00,21320.00
Assam,CACHAR,1997,Whole Year ,Potato,1295.00,6695.00
Assam,CACHAR,1998,Whole Year ,Potato,1510.00,5104.00
Assam,CACHAR,1999,Whole Year ,Potato,1535.00,5939.00
Assam,CACHAR,2000,Whole Year ,Potato,1654.00,7962.00
Assam,CACHAR,2001,Whole Year ,Potato,1680.00,6868.00
Assam,CACHAR,2002,Whole Year ,Potato,1696.00,8558.00
Assam,CACHAR,2003,Whole Year ,Potato,1715.00,7714.00
Assam,CACHAR,2004,Whole Year ,Potato,1888.00,10408.00
Assam,CACHAR,2005,Whole Year ,Potato,1893.00,9261.00
Assam,CACHAR,2006,Whole Year ,Potato,1912.00,8359.00
Assam,CACHAR,2007,Whole Year ,Potato,1986.00,7675.00
Assam,CACHAR,2008,Whole Year ,Potato,2063.00,12080.00
Assam,CACHAR,2009,Whole Year ,Potato,2155.00,15290.00
Assam,CACHAR,2010,Whole Year ,Potato,2052.00,15340.00
Assam,CACHAR,2011,Whole Year ,Potato,2063.00,8381.00
Assam,CACHAR,2012,Whole Year ,Potato,2009.00,9072.00
Assam,CACHAR,2013,Whole Year ,Potato,2046.00,8094.00
Assam,CACHAR,2014,Whole Year ,Potato,2102.00,14825.00
Assam,CHIRANG,2005,Whole Year ,Potato,1789.00,11299.00
Assam,CHIRANG,2006,Whole Year ,Potato,2214.00,14376.00
Assam,CHIRANG,2007,Whole Year ,Potato,1804.00,16412.00
Assam,CHIRANG,2008,Whole Year ,Potato,1950.00,15520.00
Assam,CHIRANG,2009,Whole Year ,Potato,2080.00,18110.00
Assam,CHIRANG,2010,Whole Year ,Potato,2287.00,17200.00
Assam,CHIRANG,2011,Whole Year ,Potato,2384.00,18118.00
Assam,CHIRANG,2012,Whole Year ,Potato,2854.00,21810.00
Assam,CHIRANG,2013,Whole Year ,Potato,2801.00,22907.00
Assam,CHIRANG,2014,Whole Year ,Potato,3536.00,32583.00
Assam,DARRANG,1997,Whole Year ,Potato,5196.00,29065.00
Assam,DARRANG,1998,Whole Year ,Potato,5594.00,30261.00
Assam,DARRANG,1999,Whole Year ,Potato,7196.00,55405.00
Assam,DARRANG,2000,Whole Year ,Potato,8100.00,56533.00
Assam,DARRANG,2001,Whole Year ,Potato,8769.00,60969.00
Assam,DARRANG,2002,Whole Year ,Potato,8500.00,52357.00
Assam,DARRANG,2003,Whole Year ,Potato,9586.00,59982.00
Assam,DARRANG,2004,Whole Year ,Potato,9781.00,96457.00
Assam,DARRANG,2005,Whole Year ,Potato,1710.00,9441.00
Assam,DARRANG,2006,Whole Year ,Potato,2740.00,24408.00
Assam,DARRANG,2007,Whole Year ,Potato,3150.00,14090.00
Assam,DARRANG,2008,Whole Year ,Potato,5257.00,27741.00
Assam,DARRANG,2009,Whole Year ,Potato,5094.00,37981.00
Assam,DARRANG,2010,Whole Year ,Potato,4989.00,37961.00
Assam,DARRANG,2011,Whole Year ,Potato,4586.00,40533.00
Assam,DARRANG,2012,Whole Year ,Potato,5280.00,34040.00
Assam,DARRANG,2013,Whole Year ,Potato,5245.00,42977.00
Assam,DARRANG,2014,Whole Year ,Potato,5331.00,48437.00
Assam,DHEMAJI,1997,Whole Year ,Potato,2744.00,16121.00
Assam,DHEMAJI,1998,Whole Year ,Potato,2538.00,11890.00
Assam,DHEMAJI,1999,Whole Year ,Potato,2590.00,11533.00
Assam,DHEMAJI,2000,Whole Year ,Potato,2670.00,12867.00
Assam,DHEMAJI,2001,Whole Year ,Potato,2740.00,11257.00
Assam,DHEMAJI,2002,Whole Year ,Potato,2985.00,13030.00
Assam,DHEMAJI,2003,Whole Year ,Potato,4355.00,20651.00
Assam,DHEMAJI,2004,Whole Year ,Potato,4210.00,17713.00
Assam,DHEMAJI,2005,Whole Year ,Potato,3883.00,16295.00
Assam,DHEMAJI,2006,Whole Year ,Potato,4340.00,21018.00
Assam,DHEMAJI,2007,Whole Year ,Potato,4400.00,23857.00
Assam,DHEMAJI,2008,Whole Year ,Potato,4510.00,16810.00
Assam,DHEMAJI,2009,Whole Year ,Potato,4360.00,24972.00
Assam,DHEMAJI,2010,Whole Year ,Potato,6374.00,42146.00
Assam,DHEMAJI,2011,Whole Year ,Potato,5820.00,24816.00
Assam,DHEMAJI,2012,Whole Year ,Potato,5430.00,27502.00
Assam,DHEMAJI,2013,Whole Year ,Potato,5895.00,24037.00
Assam,DHEMAJI,2014,Whole Year ,Potato,7585.00,32482.00
Assam,DHUBRI,1997,Whole Year ,Potato,5896.00,48613.00
Assam,DHUBRI,1998,Whole Year ,Potato,5925.00,54530.00
Assam,DHUBRI,1999,Whole Year ,Potato,6023.00,61149.00
Assam,DHUBRI,2000,Whole Year ,Potato,5920.00,58100.00
Assam,DHUBRI,2001,Whole Year ,Potato,5685.00,54617.00
Assam,DHUBRI,2002,Whole Year ,Potato,5410.00,48386.00
Assam,DHUBRI,2003,Whole Year ,Potato,5140.00,45250.00
Assam,DHUBRI,2004,Whole Year ,Potato,4866.00,44198.00
Assam,DHUBRI,2005,Whole Year ,Potato,3786.00,11329.00
Assam,DHUBRI,2006,Whole Year ,Potato,4058.00,42324.00
Assam,DHUBRI,2007,Whole Year ,Potato,3862.00,30755.00
Assam,DHUBRI,2008,Whole Year ,Potato,4179.00,38972.00
Assam,DHUBRI,2009,Whole Year ,Potato,4133.00,29199.00
Assam,DHUBRI,2010,Whole Year ,Potato,3865.00,32299.00
Assam,DHUBRI,2011,Whole Year ,Potato,3945.00,33514.00
Assam,DHUBRI,2012,Whole Year ,Potato,3670.00,31082.00
Assam,DHUBRI,2013,Whole Year ,Potato,3799.00,39333.00
Assam,DHUBRI,2014,Whole Year ,Potato,3805.00,47139.00
Assam,DIBRUGARH,1997,Whole Year ,Potato,2347.00,13028.00
Assam,DIBRUGARH,1998,Whole Year ,Potato,2878.00,19329.00
Assam,DIBRUGARH,1999,Whole Year ,Potato,2781.00,24067.00
Assam,DIBRUGARH,2000,Whole Year ,Potato,2470.00,13195.00
Assam,DIBRUGARH,2001,Whole Year ,Potato,2567.00,19211.00
Assam,DIBRUGARH,2002,Whole Year ,Potato,2570.00,17309.00
Assam,DIBRUGARH,2003,Whole Year ,Potato,2500.00,13055.00
Assam,DIBRUGARH,2004,Whole Year ,Potato,2500.00,15383.00
Assam,DIBRUGARH,2005,Whole Year ,Potato,680.00,4119.00
Assam,DIBRUGARH,2006,Whole Year ,Potato,588.00,4263.00
Assam,DIBRUGARH,2007,Whole Year ,Potato,618.00,2615.00
Assam,DIBRUGARH,2008,Whole Year ,Potato,609.00,4010.00
Assam,DIBRUGARH,2009,Whole Year ,Potato,719.00,5222.00
Assam,DIBRUGARH,2010,Whole Year ,Potato,917.00,7093.00
Assam,DIBRUGARH,2011,Whole Year ,Potato,1107.00,7725.00
Assam,DIBRUGARH,2012,Whole Year ,Potato,1150.00,8539.00
Assam,DIBRUGARH,2013,Whole Year ,Potato,1217.00,8699.00
Assam,DIBRUGARH,2014,Whole Year ,Potato,1273.00,9546.00
Assam,DIMA HASAO,1997,Whole Year ,Potato,220.00,1964.00
Assam,DIMA HASAO,1998,Whole Year ,Potato,252.00,2001.00
Assam,DIMA HASAO,1999,Whole Year ,Potato,190.00,1732.00
Assam,DIMA HASAO,2000,Whole Year ,Potato,210.00,1733.00
Assam,DIMA HASAO,2001,Whole Year ,Potato,230.00,1783.00
Assam,DIMA HASAO,2002,Whole Year ,Potato,250.00,1954.00
Assam,DIMA HASAO,2003,Whole Year ,Potato,260.00,1813.00
Assam,DIMA HASAO,2004,Whole Year ,Potato,255.00,2055.00
Assam,DIMA HASAO,2005,Whole Year ,Potato,250.00,1270.00
Assam,DIMA HASAO,2006,Whole Year ,Potato,260.00,1688.00
Assam,DIMA HASAO,2007,Whole Year ,Potato,262.00,1815.00
Assam,DIMA HASAO,2008,Whole Year ,Potato,259.00,1706.00
Assam,DIMA HASAO,2009,Whole Year ,Potato,4270.00,31013.00
Assam,DIMA HASAO,2010,Whole Year ,Potato,4414.00,34142.00
Assam,DIMA HASAO,2011,Whole Year ,Potato,4300.00,30005.00
Assam,DIMA HASAO,2012,Whole Year ,Potato,1797.00,13343.00
Assam,DIMA HASAO,2013,Whole Year ,Potato,1929.00,13788.00
Assam,DIMA HASAO,2014,Whole Year ,Potato,1870.00,14023.00
Assam,GOALPARA,1997,Whole Year ,Potato,955.00,6936.00
Assam,GOALPARA,1998,Whole Year ,Potato,950.00,5661.00
Assam,GOALPARA,1999,Whole Year ,Potato,922.00,8228.00
Assam,GOALPARA,2000,Whole Year ,Potato,950.00,6980.00
Assam,GOALPARA,2001,Whole Year ,Potato,950.00,6453.00
Assam,GOALPARA,2002,Whole Year ,Potato,870.00,7011.00
Assam,GOALPARA,2003,Whole Year ,Potato,875.00,7610.00
Assam,GOALPARA,2004,Whole Year ,Potato,875.00,5267.00
Assam,GOALPARA,2005,Whole Year ,Potato,880.00,5424.00
Assam,GOALPARA,2006,Whole Year ,Potato,900.00,6137.00
Assam,GOALPARA,2007,Whole Year ,Potato,930.00,7017.00
Assam,GOALPARA,2008,Whole Year ,Potato,970.00,8159.00
Assam,GOALPARA,2009,Whole Year ,Potato,1250.00,9083.00
Assam,GOALPARA,2010,Whole Year ,Potato,1265.00,17609.00
Assam,GOALPARA,2011,Whole Year ,Potato,1265.00,10422.00
Assam,GOALPARA,2012,Whole Year ,Potato,1320.00,11625.00
Assam,GOALPARA,2013,Whole Year ,Potato,1604.00,16141.00
Assam,GOALPARA,2014,Whole Year ,Potato,2101.00,17045.00
Assam,GOLAGHAT,1997,Whole Year ,Potato,1496.00,10059.00
Assam,GOLAGHAT,1998,Whole Year ,Potato,1522.00,9827.00
Assam,GOLAGHAT,1999,Whole Year ,Potato,1556.00,13735.00
Assam,GOLAGHAT,2000,Whole Year ,Potato,1609.00,12298.00
Assam,GOLAGHAT,2001,Whole Year ,Potato,1650.00,11740.00
Assam,GOLAGHAT,2002,Whole Year ,Potato,1600.00,14740.00
Assam,GOLAGHAT,2003,Whole Year ,Potato,1615.00,12535.00
Assam,GOLAGHAT,2004,Whole Year ,Potato,1591.00,12234.00
Assam,GOLAGHAT,2005,Whole Year ,Potato,1648.00,13702.00
Assam,GOLAGHAT,2006,Whole Year ,Potato,1710.00,15299.00
Assam,GOLAGHAT,2007,Whole Year ,Potato,1664.00,13308.00
Assam,GOLAGHAT,2008,Whole Year ,Potato,1700.00,14879.00
Assam,GOLAGHAT,2009,Whole Year ,Potato,2391.00,21465.00
Assam,GOLAGHAT,2010,Whole Year ,Potato,2441.00,17433.00
Assam,GOLAGHAT,2011,Whole Year ,Potato,2076.00,18020.00
Assam,GOLAGHAT,2012,Whole Year ,Potato,2091.00,17573.00
Assam,GOLAGHAT,2013,Whole Year ,Potato,2263.00,15886.00
Assam,GOLAGHAT,2014,Whole Year ,Potato,2134.00,16343.00
Assam,HAILAKANDI,1997,Whole Year ,Potato,1250.00,3519.00
Assam,HAILAKANDI,1998,Whole Year ,Potato,1000.00,4143.00
Assam,HAILAKANDI,1999,Whole Year ,Potato,1000.00,5178.00
Assam,HAILAKANDI,2000,Whole Year ,Potato,1050.00,3907.00
Assam,HAILAKANDI,2001,Whole Year ,Potato,1000.00,4569.00
Assam,HAILAKANDI,2002,Whole Year ,Potato,1000.00,5620.00
Assam,HAILAKANDI,2003,Whole Year ,Potato,1050.00,4341.00
Assam,HAILAKANDI,2004,Whole Year ,Potato,1070.00,4175.00
Assam,HAILAKANDI,2005,Whole Year ,Potato,950.00,3726.00
Assam,HAILAKANDI,2006,Whole Year ,Potato,1076.00,3799.00
Assam,HAILAKANDI,2007,Whole Year ,Potato,950.00,3256.00
Assam,HAILAKANDI,2008,Whole Year ,Potato,860.00,3410.00
Assam,HAILAKANDI,2009,Whole Year ,Potato,962.00,3949.00
Assam,HAILAKANDI,2010,Whole Year ,Potato,830.00,3483.00
Assam,HAILAKANDI,2011,Whole Year ,Potato,1065.00,5822.00
Assam,HAILAKANDI,2012,Whole Year ,Potato,1150.00,6698.00
Assam,HAILAKANDI,2013,Whole Year ,Potato,1200.00,5786.00
Assam,HAILAKANDI,2014,Whole Year ,Potato,1150.00,5864.00
Assam,JORHAT,1997,Whole Year ,Potato,2950.00,16651.00
Assam,JORHAT,1998,Whole Year ,Potato,3621.00,31541.00
Assam,JORHAT,1999,Whole Year ,Potato,3668.00,34177.00
Assam,JORHAT,2000,Whole Year ,Potato,4080.00,39828.00
Assam,JORHAT,2001,Whole Year ,Potato,3294.00,23326.00
Assam,JORHAT,2002,Whole Year ,Potato,1440.00,8587.00
Assam,JORHAT,2003,Whole Year ,Potato,1495.00,8550.00
Assam,JORHAT,2004,Whole Year ,Potato,1315.00,8008.00
Assam,JORHAT,2005,Whole Year ,Potato,2245.00,11766.00
Assam,JORHAT,2006,Whole Year ,Potato,1966.00,10825.00
Assam,JORHAT,2007,Whole Year ,Potato,1495.00,5833.00
Assam,JORHAT,2008,Whole Year ,Potato,2027.00,10719.00
Assam,JORHAT,2009,Whole Year ,Potato,1727.00,7533.00
Assam,JORHAT,2010,Whole Year ,Potato,2178.00,10986.00
Assam,JORHAT,2011,Whole Year ,Potato,2464.00,17467.00
Assam,JORHAT,2012,Whole Year ,Potato,1612.00,10601.00
Assam,JORHAT,2013,Whole Year ,Potato,1569.00,9871.00
Assam,JORHAT,2014,Whole Year ,Potato,1661.00,11875.00
Assam,KAMRUP,1997,Whole Year ,Potato,8059.00,84763.00
Assam,KAMRUP,1998,Whole Year ,Potato,8082.00,55071.00
Assam,KAMRUP,1999,Whole Year ,Potato,7577.00,70935.00
Assam,KAMRUP,2000,Whole Year ,Potato,7619.00,61509.00
Assam,KAMRUP,2001,Whole Year ,Potato,7559.00,50456.00
Assam,KAMRUP,2002,Whole Year ,Potato,7534.00,49528.00
Assam,KAMRUP,2003,Whole Year ,Potato,7157.00,66596.00
Assam,KAMRUP,2004,Whole Year ,Potato,3101.00,23400.00
Assam,KAMRUP,2005,Whole Year ,Potato,3357.00,21974.00
Assam,KAMRUP,2006,Whole Year ,Potato,3505.00,33816.00
Assam,KAMRUP,2007,Whole Year ,Potato,3990.00,41854.00
Assam,KAMRUP,2008,Whole Year ,Potato,3831.00,42838.00
Assam,KAMRUP,2009,Whole Year ,Potato,3062.00,37366.00
Assam,KAMRUP,2010,Whole Year ,Potato,3112.00,42397.00
Assam,KAMRUP,2011,Whole Year ,Potato,3740.00,35239.00
Assam,KAMRUP,2012,Whole Year ,Potato,3870.00,27047.00
Assam,KAMRUP,2013,Whole Year ,Potato,3824.00,29656.00
Assam,KAMRUP,2014,Whole Year ,Potato,3808.00,46038.00
Assam,KAMRUP METRO,2005,Whole Year ,Potato,392.00,2261.00
Assam,KAMRUP METRO,2006,Whole Year ,Potato,468.00,4258.00
Assam,KAMRUP METRO,2007,Whole Year ,Potato,470.00,3255.00
Assam,KAMRUP METRO,2008,Whole Year ,Potato,474.00,3121.00
Assam,KAMRUP METRO,2009,Whole Year ,Potato,470.00,3414.00
Assam,KAMRUP METRO,2010,Whole Year ,Potato,505.00,3906.00
Assam,KAMRUP METRO,2011,Whole Year ,Potato,550.00,3838.00
Assam,KAMRUP METRO,2012,Whole Year ,Potato,581.00,3151.00
Assam,KAMRUP METRO,2013,Whole Year ,Potato,585.00,9193.00
Assam,KAMRUP METRO,2014,Whole Year ,Potato,583.00,6200.00
Assam,KARBI ANGLONG,1997,Whole Year ,Potato,836.00,7463.00
Assam,KARBI ANGLONG,1998,Whole Year ,Potato,828.00,7240.00
Assam,KARBI ANGLONG,1999,Whole Year ,Potato,830.00,6279.00
Assam,KARBI ANGLONG,2000,Whole Year ,Potato,824.00,6623.00
Assam,KARBI ANGLONG,2001,Whole Year ,Potato,829.00,7289.00
Assam,KARBI ANGLONG,2002,Whole Year ,Potato,832.00,8031.00
Assam,KARBI ANGLONG,2003,Whole Year ,Potato,770.00,4482.00
Assam,KARBI ANGLONG,2004,Whole Year ,Potato,830.00,8737.00
Assam,KARBI ANGLONG,2005,Whole Year ,Potato,773.00,5698.00
Assam,KARBI ANGLONG,2006,Whole Year ,Potato,838.00,7935.00
Assam,KARBI ANGLONG,2007,Whole Year ,Potato,838.00,7069.00
Assam,KARBI ANGLONG,2008,Whole Year ,Potato,841.00,7184.00
Assam,KARBI ANGLONG,2009,Whole Year ,Potato,874.00,9204.00
Assam,KARBI ANGLONG,2010,Whole Year ,Potato,796.00,9434.00
Assam,KARBI ANGLONG,2011,Whole Year ,Potato,902.00,8433.00
Assam,KARBI ANGLONG,2012,Whole Year ,Potato,796.00,5911.00
Assam,KARBI ANGLONG,2013,Whole Year ,Potato,789.00,7619.00
Assam,KARBI ANGLONG,2014,Whole Year ,Potato,849.00,7717.00
Assam,KARIMGANJ,1997,Whole Year ,Potato,2000.00,9308.00
Assam,KARIMGANJ,1998,Whole Year ,Potato,1680.00,7762.00
Assam,KARIMGANJ,1999,Whole Year ,Potato,1950.00,9042.00
Assam,KARIMGANJ,2000,Whole Year ,Potato,2070.00,10644.00
Assam,KARIMGANJ,2001,Whole Year ,Potato,2050.00,10838.00
Assam,KARIMGANJ,2002,Whole Year ,Potato,1687.00,6672.00
Assam,KARIMGANJ,2003,Whole Year ,Potato,1827.00,6745.00
Assam,KARIMGANJ,2004,Whole Year ,Potato,1630.00,5950.00
Assam,KARIMGANJ,2005,Whole Year ,Potato,1500.00,2682.00
Assam,KARIMGANJ,2006,Whole Year ,Potato,1600.00,6562.00
Assam,KARIMGANJ,2007,Whole Year ,Potato,1608.00,5551.00
Assam,KARIMGANJ,2008,Whole Year ,Potato,1766.00,6008.00
Assam,KARIMGANJ,2009,Whole Year ,Potato,1942.00,7826.00
Assam,KARIMGANJ,2010,Whole Year ,Potato,1965.00,6718.00
Assam,KARIMGANJ,2011,Whole Year ,Potato,2152.00,6990.00
Assam,KARIMGANJ,2012,Whole Year ,Potato,2265.00,15037.00
Assam,KARIMGANJ,2013,Whole Year ,Potato,2265.00,10351.00
Assam,KARIMGANJ,2014,Whole Year ,Potato,2405.00,11840.00
Assam,KOKRAJHAR,1997,Whole Year ,Potato,2455.00,24623.00
Assam,KOKRAJHAR,1998,Whole Year ,Potato,2535.00,21408.00
Assam,KOKRAJHAR,1999,Whole Year ,Potato,2550.00,26006.00
Assam,KOKRAJHAR,2000,Whole Year ,Potato,2660.00,24222.00
Assam,KOKRAJHAR,2001,Whole Year ,Potato,2675.00,32315.00
Assam,KOKRAJHAR,2002,Whole Year ,Potato,2725.00,34105.00
Assam,KOKRAJHAR,2003,Whole Year ,Potato,2672.00,28335.00
Assam,KOKRAJHAR,2004,Whole Year ,Potato,2721.00,30139.00
Assam,KOKRAJHAR,2005,Whole Year ,Potato,3346.00,18575.00
Assam,KOKRAJHAR,2006,Whole Year ,Potato,3054.00,26172.00
Assam,KOKRAJHAR,2007,Whole Year ,Potato,3091.00,24894.00
Assam,KOKRAJHAR,2008,Whole Year ,Potato,2900.00,28504.00
Assam,KOKRAJHAR,2009,Whole Year ,Potato,3460.00,33292.00
Assam,KOKRAJHAR,2010,Whole Year ,Potato,4063.00,39147.00
Assam,KOKRAJHAR,2011,Whole Year ,Potato,4448.00,36474.00
Assam,KOKRAJHAR,2012,Whole Year ,Potato,4800.00,69427.00
Assam,KOKRAJHAR,2013,Whole Year ,Potato,5904.00,71431.00
Assam,KOKRAJHAR,2014,Whole Year ,Potato,6057.00,63088.00
Assam,LAKHIMPUR,1997,Whole Year ,Potato,3791.00,21485.00
Assam,LAKHIMPUR,1998,Whole Year ,Potato,3676.00,18954.00
Assam,LAKHIMPUR,1999,Whole Year ,Potato,3669.00,19115.00
Assam,LAKHIMPUR,2000,Whole Year ,Potato,3715.00,17583.00
Assam,LAKHIMPUR,2001,Whole Year ,Potato,3813.00,21996.00
Assam,LAKHIMPUR,2002,Whole Year ,Potato,3807.00,25414.00
Assam,LAKHIMPUR,2003,Whole Year ,Potato,3920.00,20702.00
Assam,LAKHIMPUR,2004,Whole Year ,Potato,3965.00,27097.00
Assam,LAKHIMPUR,2005,Whole Year ,Potato,4015.00,18008.00
Assam,LAKHIMPUR,2006,Whole Year ,Potato,4093.00,22320.00
Assam,LAKHIMPUR,2007,Whole Year ,Potato,5035.00,31131.00
Assam,LAKHIMPUR,2008,Whole Year ,Potato,5008.00,25012.00
Assam,LAKHIMPUR,2009,Whole Year ,Potato,5177.00,27940.00
Assam,LAKHIMPUR,2010,Whole Year ,Potato,4588.00,24417.00
Assam,LAKHIMPUR,2011,Whole Year ,Potato,14075.00,87584.00
Assam,LAKHIMPUR,2012,Whole Year ,Potato,11837.00,87633.00
Assam,LAKHIMPUR,2013,Whole Year ,Potato,10148.00,70412.00
Assam,LAKHIMPUR,2014,Whole Year ,Potato,9623.00,42574.00
Assam,MARIGAON,1997,Whole Year ,Potato,1100.00,7000.00
Assam,MARIGAON,1998,Whole Year ,Potato,800.00,3727.00
Assam,MARIGAON,1999,Whole Year ,Potato,650.00,3173.00
Assam,MARIGAON,2000,Whole Year ,Potato,630.00,3140.00
Assam,MARIGAON,2001,Whole Year ,Potato,723.00,4561.00
Assam,MARIGAON,2002,Whole Year ,Potato,700.00,3053.00
Assam,MARIGAON,2003,Whole Year ,Potato,650.00,3666.00
Assam,MARIGAON,2004,Whole Year ,Potato,640.00,3530.00
Assam,MARIGAON,2005,Whole Year ,Potato,500.00,2664.00
Assam,MARIGAON,2006,Whole Year ,Potato,610.00,2985.00
Assam,MARIGAON,2007,Whole Year ,Potato,590.00,3562.00
Assam,MARIGAON,2008,Whole Year ,Potato,800.00,4366.00
Assam,MARIGAON,2009,Whole Year ,Potato,986.00,6569.00
Assam,MARIGAON,2010,Whole Year ,Potato,950.00,4411.00
Assam,MARIGAON,2011,Whole Year ,Potato,1240.00,9621.00
Assam,MARIGAON,2012,Whole Year ,Potato,1421.00,10037.00
Assam,MARIGAON,2013,Whole Year ,Potato,1355.00,7041.00
Assam,MARIGAON,2014,Whole Year ,Potato,2856.00,14414.00
Assam,NAGAON,1997,Whole Year ,Potato,5943.00,70299.00
Assam,NAGAON,1998,Whole Year ,Potato,6123.00,65322.00
Assam,NAGAON,1999,Whole Year ,Potato,6209.00,57272.00
Assam,NAGAON,2000,Whole Year ,Potato,6630.00,69718.00
Assam,NAGAON,2001,Whole Year ,Potato,6074.00,58879.00
Assam,NAGAON,2002,Whole Year ,Potato,5845.00,65311.00
Assam,NAGAON,2003,Whole Year ,Potato,5663.00,42018.00
Assam,NAGAON,2004,Whole Year ,Potato,5426.00,54698.00
Assam,NAGAON,2005,Whole Year ,Potato,4090.00,31466.00
Assam,NAGAON,2006,Whole Year ,Potato,4920.00,29735.00
Assam,NAGAON,2007,Whole Year ,Potato,5147.00,29911.00
Assam,NAGAON,2008,Whole Year ,Potato,4844.00,24844.00
Assam,NAGAON,2009,Whole Year ,Potato,4899.00,28342.00
Assam,NAGAON,2010,Whole Year ,Potato,4449.00,37539.00
Assam,NAGAON,2011,Whole Year ,Potato,5504.00,41893.00
Assam,NAGAON,2012,Whole Year ,Potato,5791.00,42685.00
Assam,NAGAON,2013,Whole Year ,Potato,5967.00,63312.00
Assam,NAGAON,2014,Whole Year ,Potato,6238.00,58400.00
Assam,NALBARI,1997,Whole Year ,Potato,3800.00,36237.00
Assam,NALBARI,1998,Whole Year ,Potato,4100.00,32763.00
Assam,NALBARI,1999,Whole Year ,Potato,4270.00,41893.00
Assam,NALBARI,2000,Whole Year ,Potato,3900.00,31567.00
Assam,NALBARI,2001,Whole Year ,Potato,3800.00,28986.00
Assam,NALBARI,2002,Whole Year ,Potato,3790.00,27459.00
Assam,NALBARI,2003,Whole Year ,Potato,4050.00,25944.00
Assam,NALBARI,2004,Whole Year ,Potato,4120.00,30076.00
Assam,NALBARI,2005,Whole Year ,Potato,2347.00,12331.00
Assam,NALBARI,2006,Whole Year ,Potato,2073.00,12361.00
Assam,NALBARI,2007,Whole Year ,Potato,2250.00,17717.00
Assam,NALBARI,2008,Whole Year ,Potato,2200.00,14656.00
Assam,NALBARI,2009,Whole Year ,Potato,1550.00,13604.00
Assam,NALBARI,2010,Whole Year ,Potato,2150.00,17667.00
Assam,NALBARI,2011,Whole Year ,Potato,2520.00,15749.00
Assam,NALBARI,2012,Whole Year ,Potato,4000.00,24076.00
Assam,NALBARI,2013,Whole Year ,Potato,4300.00,27617.00
Assam,NALBARI,2014,Whole Year ,Potato,4500.00,29183.00
Assam,SIVASAGAR,1997,Whole Year ,Potato,1279.00,9683.00
Assam,SIVASAGAR,1998,Whole Year ,Potato,1187.00,13571.00
Assam,SIVASAGAR,1999,Whole Year ,Potato,1224.00,8745.00
Assam,SIVASAGAR,2000,Whole Year ,Potato,1123.00,7468.00
Assam,SIVASAGAR,2001,Whole Year ,Potato,1104.00,7325.00
Assam,SIVASAGAR,2002,Whole Year ,Potato,1210.00,8086.00
Assam,SIVASAGAR,2003,Whole Year ,Potato,958.00,5056.00
Assam,SIVASAGAR,2004,Whole Year ,Potato,895.00,8766.00
Assam,SIVASAGAR,2005,Whole Year ,Potato,833.00,3875.00
Assam,SIVASAGAR,2006,Whole Year ,Potato,861.00,5054.00
Assam,SIVASAGAR,2007,Whole Year ,Potato,892.00,4945.00
Assam,SIVASAGAR,2008,Whole Year ,Potato,622.00,2987.00
Assam,SIVASAGAR,2009,Whole Year ,Potato,945.00,5791.00
Assam,SIVASAGAR,2010,Whole Year ,Potato,1028.00,7536.00
Assam,SIVASAGAR,2011,Whole Year ,Potato,1059.00,6633.00
Assam,SIVASAGAR,2012,Whole Year ,Potato,745.00,3296.00
Assam,SIVASAGAR,2013,Whole Year ,Potato,840.00,5133.00
